id,date,store_nbr,family,sales,onpromotion,dcoilwtico
250956,2013-05-21,5,MEATS,251.13899,0,95.55
250957,2013-05-21,5,PERSONAL CARE,142.0,0,95.55
250958,2013-05-21,5,PET SUPPLIES,0.0,0,95.55
250959,2013-05-21,5,PLAYERS AND ELECTRONICS,0.0,0,95.55
250960,2013-05-21,5,POULTRY,108.314,0,95.55
250961,2013-05-21,5,PREPARED FOODS,76.0,0,95.55
250962,2013-05-21,5,PRODUCE,3.0,0,95.55
250963,2013-05-21,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,95.55
250964,2013-05-21,5,SEAFOOD,12.51,0,95.55
252714,2013-05-22,5,AUTOMOTIVE,2.0,0,93.98
252715,2013-05-22,5,BABY CARE,0.0,0,93.98
252716,2013-05-22,5,BEAUTY,8.0,0,93.98
252717,2013-05-22,5,BEVERAGES,637.0,0,93.98
252718,2013-05-22,5,BOOKS,0.0,0,93.98
252719,2013-05-22,5,BREAD/BAKERY,284.102,0,93.98
252720,2013-05-22,5,CELEBRATION,0.0,0,93.98
252721,2013-05-22,5,CLEANING,976.0,0,93.98
252722,2013-05-22,5,DAIRY,273.0,0,93.98
252723,2013-05-22,5,DELI,143.713,0,93.98
252724,2013-05-22,5,EGGS,121.0,0,93.98
252725,2013-05-22,5,FROZEN FOODS,68.246,0,93.98
252726,2013-05-22,5,GROCERY I,2256.0,0,93.98
252727,2013-05-22,5,GROCERY II,10.0,0,93.98
252728,2013-05-22,5,HARDWARE,3.0,0,93.98
252729,2013-05-22,5,HOME AND KITCHEN I,0.0,0,93.98
252730,2013-05-22,5,HOME AND KITCHEN II,0.0,0,93.98
252731,2013-05-22,5,HOME APPLIANCES,0.0,0,93.98
252732,2013-05-22,5,HOME CARE,0.0,0,93.98
252733,2013-05-22,5,LADIESWEAR,0.0,0,93.98
252734,2013-05-22,5,LAWN AND GARDEN,0.0,0,93.98
252735,2013-05-22,5,LINGERIE,10.0,0,93.98
252736,2013-05-22,5,"LIQUOR,WINE,BEER",24.0,0,93.98
252737,2013-05-22,5,MAGAZINES,0.0,0,93.98
252738,2013-05-22,5,MEATS,260.657,0,93.98
252739,2013-05-22,5,PERSONAL CARE,159.0,0,93.98
252740,2013-05-22,5,PET SUPPLIES,0.0,0,93.98
252741,2013-05-22,5,PLAYERS AND ELECTRONICS,0.0,0,93.98
252742,2013-05-22,5,POULTRY,150.04199,0,93.98
252743,2013-05-22,5,PREPARED FOODS,78.0,0,93.98
252744,2013-05-22,5,PRODUCE,1.0,0,93.98
252745,2013-05-22,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,93.98
252746,2013-05-22,5,SEAFOOD,7.737,0,93.98
254496,2013-05-23,5,AUTOMOTIVE,4.0,0,94.12
254497,2013-05-23,5,BABY CARE,0.0,0,94.12
254498,2013-05-23,5,BEAUTY,4.0,0,94.12
254499,2013-05-23,5,BEVERAGES,509.0,0,94.12
254500,2013-05-23,5,BOOKS,0.0,0,94.12
254501,2013-05-23,5,BREAD/BAKERY,361.608,0,94.12
254502,2013-05-23,5,CELEBRATION,0.0,0,94.12
254503,2013-05-23,5,CLEANING,929.0,0,94.12
254504,2013-05-23,5,DAIRY,323.0,0,94.12
254505,2013-05-23,5,DELI,182.511,0,94.12
254506,2013-05-23,5,EGGS,111.0,0,94.12
254507,2013-05-23,5,FROZEN FOODS,112.0,0,94.12
254508,2013-05-23,5,GROCERY I,2744.0,0,94.12
254509,2013-05-23,5,GROCERY II,10.0,0,94.12
254510,2013-05-23,5,HARDWARE,2.0,0,94.12
254511,2013-05-23,5,HOME AND KITCHEN I,0.0,0,94.12
254512,2013-05-23,5,HOME AND KITCHEN II,0.0,0,94.12
254513,2013-05-23,5,HOME APPLIANCES,0.0,0,94.12
254514,2013-05-23,5,HOME CARE,0.0,0,94.12
254515,2013-05-23,5,LADIESWEAR,0.0,0,94.12
254516,2013-05-23,5,LAWN AND GARDEN,2.0,0,94.12
254517,2013-05-23,5,LINGERIE,35.0,0,94.12
254518,2013-05-23,5,"LIQUOR,WINE,BEER",54.0,0,94.12
254519,2013-05-23,5,MAGAZINES,0.0,0,94.12
254520,2013-05-23,5,MEATS,247.343,0,94.12
254521,2013-05-23,5,PERSONAL CARE,243.0,0,94.12
254522,2013-05-23,5,PET SUPPLIES,0.0,0,94.12
254523,2013-05-23,5,PLAYERS AND ELECTRONICS,0.0,0,94.12
254524,2013-05-23,5,POULTRY,249.883,0,94.12
254525,2013-05-23,5,PREPARED FOODS,64.0,0,94.12
254526,2013-05-23,5,PRODUCE,7.0,0,94.12
254527,2013-05-23,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,94.12
254528,2013-05-23,5,SEAFOOD,28.533,0,94.12
256278,2013-05-24,5,AUTOMOTIVE,8.0,0,93.84
256279,2013-05-24,5,BABY CARE,0.0,0,93.84
256280,2013-05-24,5,BEAUTY,7.0,0,93.84
256281,2013-05-24,5,BEVERAGES,754.0,0,93.84
256282,2013-05-24,5,BOOKS,0.0,0,93.84
256283,2013-05-24,5,BREAD/BAKERY,325.965,0,93.84
256284,2013-05-24,5,CELEBRATION,0.0,0,93.84
256285,2013-05-24,5,CLEANING,1135.0,0,93.84
256286,2013-05-24,5,DAIRY,365.0,0,93.84
256287,2013-05-24,5,DELI,232.706,0,93.84
256288,2013-05-24,5,EGGS,163.0,0,93.84
256289,2013-05-24,5,FROZEN FOODS,83.0,0,93.84
256290,2013-05-24,5,GROCERY I,2997.0,0,93.84
256291,2013-05-24,5,GROCERY II,23.0,0,93.84
256292,2013-05-24,5,HARDWARE,0.0,0,93.84
256293,2013-05-24,5,HOME AND KITCHEN I,0.0,0,93.84
256294,2013-05-24,5,HOME AND KITCHEN II,0.0,0,93.84
256295,2013-05-24,5,HOME APPLIANCES,2.0,0,93.84
256296,2013-05-24,5,HOME CARE,0.0,0,93.84
256297,2013-05-24,5,LADIESWEAR,0.0,0,93.84
256298,2013-05-24,5,LAWN AND GARDEN,8.0,0,93.84
256299,2013-05-24,5,LINGERIE,26.0,0,93.84
256300,2013-05-24,5,"LIQUOR,WINE,BEER",110.0,0,93.84
256301,2013-05-24,5,MAGAZINES,0.0,0,93.84
256302,2013-05-24,5,MEATS,386.924,0,93.84
256303,2013-05-24,5,PERSONAL CARE,238.0,0,93.84
256304,2013-05-24,5,PET SUPPLIES,0.0,0,93.84
256305,2013-05-24,5,PLAYERS AND ELECTRONICS,0.0,0,93.84
256306,2013-05-24,5,POULTRY,163.218,0,93.84
256307,2013-05-24,5,PREPARED FOODS,119.0,0,93.84
256308,2013-05-24,5,PRODUCE,11.0,0,93.84
256309,2013-05-24,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,93.84
256310,2013-05-24,5,SEAFOOD,12.361,0,93.84
258060,2013-05-25,5,AUTOMOTIVE,10.0,0,
258061,2013-05-25,5,BABY CARE,0.0,0,
258062,2013-05-25,5,BEAUTY,4.0,0,
258063,2013-05-25,5,BEVERAGES,668.0,0,
258064,2013-05-25,5,BOOKS,0.0,0,
258065,2013-05-25,5,BREAD/BAKERY,359.693,0,
258066,2013-05-25,5,CELEBRATION,0.0,0,
258067,2013-05-25,5,CLEANING,942.0,0,
258068,2013-05-25,5,DAIRY,318.0,0,
258069,2013-05-25,5,DELI,242.715,0,
258070,2013-05-25,5,EGGS,151.0,0,
258071,2013-05-25,5,FROZEN FOODS,125.0,0,
258072,2013-05-25,5,GROCERY I,3161.0,0,
258073,2013-05-25,5,GROCERY II,16.0,0,
258074,2013-05-25,5,HARDWARE,1.0,0,
258075,2013-05-25,5,HOME AND KITCHEN I,0.0,0,
258076,2013-05-25,5,HOME AND KITCHEN II,0.0,0,
258077,2013-05-25,5,HOME APPLIANCES,0.0,0,
258078,2013-05-25,5,HOME CARE,0.0,0,
258079,2013-05-25,5,LADIESWEAR,0.0,0,
258080,2013-05-25,5,LAWN AND GARDEN,6.0,0,
258081,2013-05-25,5,LINGERIE,55.0,0,
258082,2013-05-25,5,"LIQUOR,WINE,BEER",107.0,0,
258083,2013-05-25,5,MAGAZINES,0.0,0,
258084,2013-05-25,5,MEATS,313.663,0,
258085,2013-05-25,5,PERSONAL CARE,211.0,0,
258086,2013-05-25,5,PET SUPPLIES,0.0,0,
258087,2013-05-25,5,PLAYERS AND ELECTRONICS,0.0,0,
258088,2013-05-25,5,POULTRY,187.292,0,
258089,2013-05-25,5,PREPARED FOODS,105.0,0,
258090,2013-05-25,5,PRODUCE,15.0,0,
258091,2013-05-25,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,
258092,2013-05-25,5,SEAFOOD,14.086,0,
259842,2013-05-26,5,AUTOMOTIVE,5.0,0,
259843,2013-05-26,5,BABY CARE,0.0,0,
259844,2013-05-26,5,BEAUTY,4.0,0,
259845,2013-05-26,5,BEVERAGES,996.0,0,
259846,2013-05-26,5,BOOKS,0.0,0,
259847,2013-05-26,5,BREAD/BAKERY,469.381,0,
259848,2013-05-26,5,CELEBRATION,0.0,0,
259849,2013-05-26,5,CLEANING,1395.0,0,
259850,2013-05-26,5,DAIRY,382.0,0,
259851,2013-05-26,5,DELI,383.671,0,
259852,2013-05-26,5,EGGS,217.0,0,
259853,2013-05-26,5,FROZEN FOODS,132.556,0,
259854,2013-05-26,5,GROCERY I,3795.0,0,
259855,2013-05-26,5,GROCERY II,13.0,0,
259856,2013-05-26,5,HARDWARE,2.0,0,
259857,2013-05-26,5,HOME AND KITCHEN I,0.0,0,
259858,2013-05-26,5,HOME AND KITCHEN II,0.0,0,
259859,2013-05-26,5,HOME APPLIANCES,2.0,0,
259860,2013-05-26,5,HOME CARE,0.0,0,
259861,2013-05-26,5,LADIESWEAR,0.0,0,
259862,2013-05-26,5,LAWN AND GARDEN,1.0,0,
259863,2013-05-26,5,LINGERIE,58.0,0,
259864,2013-05-26,5,"LIQUOR,WINE,BEER",0.0,0,
259865,2013-05-26,5,MAGAZINES,0.0,0,
259866,2013-05-26,5,MEATS,406.86002,0,
259867,2013-05-26,5,PERSONAL CARE,338.0,0,
259868,2013-05-26,5,PET SUPPLIES,0.0,0,
259869,2013-05-26,5,PLAYERS AND ELECTRONICS,0.0,0,
259870,2013-05-26,5,POULTRY,238.585,0,
259871,2013-05-26,5,PREPARED FOODS,106.0,0,
259872,2013-05-26,5,PRODUCE,9.0,0,
259873,2013-05-26,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,
259874,2013-05-26,5,SEAFOOD,14.066999,0,
261624,2013-05-27,5,AUTOMOTIVE,8.0,0,
261625,2013-05-27,5,BABY CARE,0.0,0,
261626,2013-05-27,5,BEAUTY,9.0,0,
261627,2013-05-27,5,BEVERAGES,753.0,0,
261628,2013-05-27,5,BOOKS,0.0,0,
261629,2013-05-27,5,BREAD/BAKERY,374.825,0,
261630,2013-05-27,5,CELEBRATION,0.0,0,
261631,2013-05-27,5,CLEANING,1022.0,0,
261632,2013-05-27,5,DAIRY,357.0,0,
261633,2013-05-27,5,DELI,264.302,0,
261634,2013-05-27,5,EGGS,130.0,0,
261635,2013-05-27,5,FROZEN FOODS,98.273,0,
261636,2013-05-27,5,GROCERY I,2588.0,0,
261637,2013-05-27,5,GROCERY II,4.0,0,
261638,2013-05-27,5,HARDWARE,0.0,0,
261639,2013-05-27,5,HOME AND KITCHEN I,0.0,0,
261640,2013-05-27,5,HOME AND KITCHEN II,0.0,0,
261641,2013-05-27,5,HOME APPLIANCES,1.0,0,
261642,2013-05-27,5,HOME CARE,0.0,0,
261643,2013-05-27,5,LADIESWEAR,0.0,0,
261644,2013-05-27,5,LAWN AND GARDEN,0.0,0,
261645,2013-05-27,5,LINGERIE,21.0,0,
261646,2013-05-27,5,"LIQUOR,WINE,BEER",19.0,0,
261647,2013-05-27,5,MAGAZINES,0.0,0,
261648,2013-05-27,5,MEATS,318.733,0,
261649,2013-05-27,5,PERSONAL CARE,208.0,0,
261650,2013-05-27,5,PET SUPPLIES,0.0,0,
261651,2013-05-27,5,PLAYERS AND ELECTRONICS,0.0,0,
261652,2013-05-27,5,POULTRY,142.73799,0,
261653,2013-05-27,5,PREPARED FOODS,99.0,0,
261654,2013-05-27,5,PRODUCE,3.0,0,
261655,2013-05-27,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,
261656,2013-05-27,5,SEAFOOD,11.359,0,
263406,2013-05-28,5,AUTOMOTIVE,7.0,0,94.65
263407,2013-05-28,5,BABY CARE,0.0,0,94.65
263408,2013-05-28,5,BEAUTY,2.0,0,94.65
263409,2013-05-28,5,BEVERAGES,540.0,0,94.65
263410,2013-05-28,5,BOOKS,0.0,0,94.65
263411,2013-05-28,5,BREAD/BAKERY,333.825,0,94.65
263412,2013-05-28,5,CELEBRATION,0.0,0,94.65
263413,2013-05-28,5,CLEANING,748.0,0,94.65
263414,2013-05-28,5,DAIRY,292.0,0,94.65
263415,2013-05-28,5,DELI,198.636,0,94.65
263416,2013-05-28,5,EGGS,127.0,0,94.65
263417,2013-05-28,5,FROZEN FOODS,71.0,0,94.65
263418,2013-05-28,5,GROCERY I,2268.0,0,94.65
263419,2013-05-28,5,GROCERY II,12.0,0,94.65
263420,2013-05-28,5,HARDWARE,1.0,0,94.65
263421,2013-05-28,5,HOME AND KITCHEN I,0.0,0,94.65
263422,2013-05-28,5,HOME AND KITCHEN II,0.0,0,94.65
263423,2013-05-28,5,HOME APPLIANCES,0.0,0,94.65
263424,2013-05-28,5,HOME CARE,0.0,0,94.65
263425,2013-05-28,5,LADIESWEAR,0.0,0,94.65
263426,2013-05-28,5,LAWN AND GARDEN,1.0,0,94.65
263427,2013-05-28,5,LINGERIE,26.0,0,94.65
263428,2013-05-28,5,"LIQUOR,WINE,BEER",47.0,0,94.65
263429,2013-05-28,5,MAGAZINES,0.0,0,94.65
263430,2013-05-28,5,MEATS,333.01,0,94.65
263431,2013-05-28,5,PERSONAL CARE,154.0,0,94.65
263432,2013-05-28,5,PET SUPPLIES,0.0,0,94.65
263433,2013-05-28,5,PLAYERS AND ELECTRONICS,0.0,0,94.65
263434,2013-05-28,5,POULTRY,128.036,0,94.65
263435,2013-05-28,5,PREPARED FOODS,80.0,0,94.65
263436,2013-05-28,5,PRODUCE,3.0,0,94.65
263437,2013-05-28,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,94.65
263438,2013-05-28,5,SEAFOOD,14.603001,0,94.65
265188,2013-05-29,5,AUTOMOTIVE,2.0,0,93.13
265189,2013-05-29,5,BABY CARE,0.0,0,93.13
265190,2013-05-29,5,BEAUTY,6.0,0,93.13
265191,2013-05-29,5,BEVERAGES,625.0,0,93.13
265192,2013-05-29,5,BOOKS,0.0,0,93.13
265193,2013-05-29,5,BREAD/BAKERY,358.553,0,93.13
265194,2013-05-29,5,CELEBRATION,0.0,0,93.13
265195,2013-05-29,5,CLEANING,968.0,0,93.13
265196,2013-05-29,5,DAIRY,286.0,0,93.13
265197,2013-05-29,5,DELI,227.356,0,93.13
265198,2013-05-29,5,EGGS,107.0,0,93.13
265199,2013-05-29,5,FROZEN FOODS,105.014,0,93.13
265200,2013-05-29,5,GROCERY I,2722.0,0,93.13
265201,2013-05-29,5,GROCERY II,14.0,0,93.13
265202,2013-05-29,5,HARDWARE,0.0,0,93.13
265203,2013-05-29,5,HOME AND KITCHEN I,0.0,0,93.13
265204,2013-05-29,5,HOME AND KITCHEN II,0.0,0,93.13
265205,2013-05-29,5,HOME APPLIANCES,0.0,0,93.13
265206,2013-05-29,5,HOME CARE,0.0,0,93.13
265207,2013-05-29,5,LADIESWEAR,0.0,0,93.13
265208,2013-05-29,5,LAWN AND GARDEN,0.0,0,93.13
265209,2013-05-29,5,LINGERIE,34.0,0,93.13
265210,2013-05-29,5,"LIQUOR,WINE,BEER",27.0,0,93.13
265211,2013-05-29,5,MAGAZINES,0.0,0,93.13
265212,2013-05-29,5,MEATS,312.211,0,93.13
265213,2013-05-29,5,PERSONAL CARE,171.0,0,93.13
265214,2013-05-29,5,PET SUPPLIES,0.0,0,93.13
265215,2013-05-29,5,PLAYERS AND ELECTRONICS,0.0,0,93.13
265216,2013-05-29,5,POULTRY,176.826,0,93.13
265217,2013-05-29,5,PREPARED FOODS,116.0,0,93.13
265218,2013-05-29,5,PRODUCE,0.0,0,93.13
265219,2013-05-29,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,93.13
265220,2013-05-29,5,SEAFOOD,17.079,0,93.13
266970,2013-05-30,5,AUTOMOTIVE,0.0,0,93.57
266971,2013-05-30,5,BABY CARE,0.0,0,93.57
266972,2013-05-30,5,BEAUTY,5.0,0,93.57
266973,2013-05-30,5,BEVERAGES,595.0,0,93.57
266974,2013-05-30,5,BOOKS,0.0,0,93.57
266975,2013-05-30,5,BREAD/BAKERY,312.858,0,93.57
266976,2013-05-30,5,CELEBRATION,0.0,0,93.57
266977,2013-05-30,5,CLEANING,840.0,0,93.57
266978,2013-05-30,5,DAIRY,282.0,0,93.57
266979,2013-05-30,5,DELI,227.909,0,93.57
266980,2013-05-30,5,EGGS,113.0,0,93.57
266981,2013-05-30,5,FROZEN FOODS,68.0,0,93.57
266982,2013-05-30,5,GROCERY I,2616.0,0,93.57
266983,2013-05-30,5,GROCERY II,21.0,0,93.57
266984,2013-05-30,5,HARDWARE,1.0,0,93.57
266985,2013-05-30,5,HOME AND KITCHEN I,0.0,0,93.57
266986,2013-05-30,5,HOME AND KITCHEN II,0.0,0,93.57
266987,2013-05-30,5,HOME APPLIANCES,0.0,0,93.57
266988,2013-05-30,5,HOME CARE,0.0,0,93.57
266989,2013-05-30,5,LADIESWEAR,0.0,0,93.57
266990,2013-05-30,5,LAWN AND GARDEN,4.0,0,93.57
266991,2013-05-30,5,LINGERIE,12.0,0,93.57
266992,2013-05-30,5,"LIQUOR,WINE,BEER",30.0,0,93.57
266993,2013-05-30,5,MAGAZINES,0.0,0,93.57
266994,2013-05-30,5,MEATS,253.953,0,93.57
266995,2013-05-30,5,PERSONAL CARE,218.0,0,93.57
266996,2013-05-30,5,PET SUPPLIES,0.0,0,93.57
266997,2013-05-30,5,PLAYERS AND ELECTRONICS,0.0,0,93.57
266998,2013-05-30,5,POULTRY,159.286,0,93.57
266999,2013-05-30,5,PREPARED FOODS,99.0,0,93.57
267000,2013-05-30,5,PRODUCE,4.0,0,93.57
267001,2013-05-30,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,93.57
267002,2013-05-30,5,SEAFOOD,15.91,0,93.57
268752,2013-05-31,5,AUTOMOTIVE,4.0,0,91.93
268753,2013-05-31,5,BABY CARE,0.0,0,91.93
268754,2013-05-31,5,BEAUTY,1.0,0,91.93
268755,2013-05-31,5,BEVERAGES,557.0,0,91.93
268756,2013-05-31,5,BOOKS,0.0,0,91.93
268757,2013-05-31,5,BREAD/BAKERY,291.56,0,91.93
268758,2013-05-31,5,CELEBRATION,0.0,0,91.93
268759,2013-05-31,5,CLEANING,865.0,0,91.93
268760,2013-05-31,5,DAIRY,284.0,0,91.93
268761,2013-05-31,5,DELI,173.323,0,91.93
268762,2013-05-31,5,EGGS,108.0,0,91.93
268763,2013-05-31,5,FROZEN FOODS,81.984,0,91.93
268764,2013-05-31,5,GROCERY I,2187.0,0,91.93
268765,2013-05-31,5,GROCERY II,14.0,0,91.93
268766,2013-05-31,5,HARDWARE,2.0,0,91.93
268767,2013-05-31,5,HOME AND KITCHEN I,0.0,0,91.93
268768,2013-05-31,5,HOME AND KITCHEN II,0.0,0,91.93
268769,2013-05-31,5,HOME APPLIANCES,0.0,0,91.93
268770,2013-05-31,5,HOME CARE,0.0,0,91.93
268771,2013-05-31,5,LADIESWEAR,0.0,0,91.93
268772,2013-05-31,5,LAWN AND GARDEN,3.0,0,91.93
268773,2013-05-31,5,LINGERIE,11.0,0,91.93
268774,2013-05-31,5,"LIQUOR,WINE,BEER",55.0,0,91.93
268775,2013-05-31,5,MAGAZINES,0.0,0,91.93
268776,2013-05-31,5,MEATS,326.247,0,91.93
268777,2013-05-31,5,PERSONAL CARE,155.0,0,91.93
268778,2013-05-31,5,PET SUPPLIES,0.0,0,91.93
268779,2013-05-31,5,PLAYERS AND ELECTRONICS,0.0,0,91.93
268780,2013-05-31,5,POULTRY,183.33499,0,91.93
268781,2013-05-31,5,PREPARED FOODS,70.0,0,91.93
268782,2013-05-31,5,PRODUCE,4.0,0,91.93
268783,2013-05-31,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,91.93
268784,2013-05-31,5,SEAFOOD,20.275,0,91.93
270534,2013-06-01,5,AUTOMOTIVE,10.0,0,
270535,2013-06-01,5,BABY CARE,0.0,0,
270536,2013-06-01,5,BEAUTY,12.0,0,
270537,2013-06-01,5,BEVERAGES,1096.0,0,
270538,2013-06-01,5,BOOKS,0.0,0,
270539,2013-06-01,5,BREAD/BAKERY,462.506,0,
270540,2013-06-01,5,CELEBRATION,0.0,0,
270541,2013-06-01,5,CLEANING,1592.0,0,
270542,2013-06-01,5,DAIRY,420.0,0,
270543,2013-06-01,5,DELI,304.877,0,
270544,2013-06-01,5,EGGS,165.0,0,
270545,2013-06-01,5,FROZEN FOODS,138.074,0,
270546,2013-06-01,5,GROCERY I,4555.0,0,
270547,2013-06-01,5,GROCERY II,13.0,0,
270548,2013-06-01,5,HARDWARE,0.0,0,
270549,2013-06-01,5,HOME AND KITCHEN I,0.0,0,
270550,2013-06-01,5,HOME AND KITCHEN II,0.0,0,
270551,2013-06-01,5,HOME APPLIANCES,0.0,0,
270552,2013-06-01,5,HOME CARE,0.0,0,
270553,2013-06-01,5,LADIESWEAR,0.0,0,
270554,2013-06-01,5,LAWN AND GARDEN,4.0,0,
270555,2013-06-01,5,LINGERIE,35.0,0,
270556,2013-06-01,5,"LIQUOR,WINE,BEER",84.0,0,
270557,2013-06-01,5,MAGAZINES,0.0,0,
270558,2013-06-01,5,MEATS,431.885,0,
270559,2013-06-01,5,PERSONAL CARE,348.0,0,
270560,2013-06-01,5,PET SUPPLIES,0.0,0,
270561,2013-06-01,5,PLAYERS AND ELECTRONICS,0.0,0,
270562,2013-06-01,5,POULTRY,288.975,0,
270563,2013-06-01,5,PREPARED FOODS,117.0,0,
270564,2013-06-01,5,PRODUCE,10.0,0,
270565,2013-06-01,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,
270566,2013-06-01,5,SEAFOOD,17.629,0,
272316,2013-06-02,5,AUTOMOTIVE,11.0,0,
272317,2013-06-02,5,BABY CARE,0.0,0,
272318,2013-06-02,5,BEAUTY,6.0,0,
272319,2013-06-02,5,BEVERAGES,1433.0,0,
272320,2013-06-02,5,BOOKS,0.0,0,
272321,2013-06-02,5,BREAD/BAKERY,621.087,0,
272322,2013-06-02,5,CELEBRATION,0.0,0,
272323,2013-06-02,5,CLEANING,1780.0,0,
272324,2013-06-02,5,DAIRY,440.0,0,
272325,2013-06-02,5,DELI,454.415,0,
272326,2013-06-02,5,EGGS,254.0,0,
272327,2013-06-02,5,FROZEN FOODS,147.148,0,
272328,2013-06-02,5,GROCERY I,5472.0,0,
272329,2013-06-02,5,GROCERY II,12.0,0,
272330,2013-06-02,5,HARDWARE,1.0,0,
272331,2013-06-02,5,HOME AND KITCHEN I,0.0,0,
272332,2013-06-02,5,HOME AND KITCHEN II,0.0,0,
272333,2013-06-02,5,HOME APPLIANCES,0.0,0,
272334,2013-06-02,5,HOME CARE,0.0,0,
272335,2013-06-02,5,LADIESWEAR,0.0,0,
272336,2013-06-02,5,LAWN AND GARDEN,1.0,0,
272337,2013-06-02,5,LINGERIE,27.0,0,
272338,2013-06-02,5,"LIQUOR,WINE,BEER",0.0,0,
272339,2013-06-02,5,MAGAZINES,0.0,0,
272340,2013-06-02,5,MEATS,576.433,0,
272341,2013-06-02,5,PERSONAL CARE,411.0,0,
272342,2013-06-02,5,PET SUPPLIES,0.0,0,
272343,2013-06-02,5,PLAYERS AND ELECTRONICS,0.0,0,
272344,2013-06-02,5,POULTRY,322.255,0,
272345,2013-06-02,5,PREPARED FOODS,150.0,0,
272346,2013-06-02,5,PRODUCE,14.0,0,
272347,2013-06-02,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,
272348,2013-06-02,5,SEAFOOD,21.239,0,
274098,2013-06-03,5,AUTOMOTIVE,4.0,0,93.41
274099,2013-06-03,5,BABY CARE,0.0,0,93.41
274100,2013-06-03,5,BEAUTY,9.0,0,93.41
274101,2013-06-03,5,BEVERAGES,730.0,0,93.41
274102,2013-06-03,5,BOOKS,0.0,0,93.41
274103,2013-06-03,5,BREAD/BAKERY,447.617,0,93.41
274104,2013-06-03,5,CELEBRATION,0.0,0,93.41
274105,2013-06-03,5,CLEANING,1156.0,0,93.41
274106,2013-06-03,5,DAIRY,328.0,0,93.41
274107,2013-06-03,5,DELI,276.929,0,93.41
274108,2013-06-03,5,EGGS,167.0,0,93.41
274109,2013-06-03,5,FROZEN FOODS,102.0,0,93.41
274110,2013-06-03,5,GROCERY I,3770.0,0,93.41
274111,2013-06-03,5,GROCERY II,10.0,0,93.41
274112,2013-06-03,5,HARDWARE,0.0,0,93.41
274113,2013-06-03,5,HOME AND KITCHEN I,0.0,0,93.41
274114,2013-06-03,5,HOME AND KITCHEN II,0.0,0,93.41
274115,2013-06-03,5,HOME APPLIANCES,0.0,0,93.41
274116,2013-06-03,5,HOME CARE,0.0,0,93.41
274117,2013-06-03,5,LADIESWEAR,0.0,0,93.41
274118,2013-06-03,5,LAWN AND GARDEN,0.0,0,93.41
274119,2013-06-03,5,LINGERIE,24.0,0,93.41
274120,2013-06-03,5,"LIQUOR,WINE,BEER",51.0,0,93.41
274121,2013-06-03,5,MAGAZINES,0.0,0,93.41
274122,2013-06-03,5,MEATS,405.479,0,93.41
274123,2013-06-03,5,PERSONAL CARE,243.0,0,93.41
274124,2013-06-03,5,PET SUPPLIES,0.0,0,93.41
274125,2013-06-03,5,PLAYERS AND ELECTRONICS,0.0,0,93.41
274126,2013-06-03,5,POULTRY,187.48401,0,93.41
274127,2013-06-03,5,PREPARED FOODS,123.0,0,93.41
274128,2013-06-03,5,PRODUCE,7.0,0,93.41
274129,2013-06-03,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,93.41
274130,2013-06-03,5,SEAFOOD,13.998,0,93.41
275880,2013-06-04,5,AUTOMOTIVE,5.0,0,93.36
275881,2013-06-04,5,BABY CARE,0.0,0,93.36
275882,2013-06-04,5,BEAUTY,6.0,0,93.36
275883,2013-06-04,5,BEVERAGES,732.0,0,93.36
275884,2013-06-04,5,BOOKS,0.0,0,93.36
275885,2013-06-04,5,BREAD/BAKERY,277.215,0,93.36
275886,2013-06-04,5,CELEBRATION,0.0,0,93.36
275887,2013-06-04,5,CLEANING,1129.0,0,93.36
275888,2013-06-04,5,DAIRY,311.0,0,93.36
275889,2013-06-04,5,DELI,248.832,0,93.36
275890,2013-06-04,5,EGGS,123.0,0,93.36
275891,2013-06-04,5,FROZEN FOODS,106.591,0,93.36
275892,2013-06-04,5,GROCERY I,2969.0,0,93.36
275893,2013-06-04,5,GROCERY II,14.0,0,93.36
275894,2013-06-04,5,HARDWARE,1.0,0,93.36
275895,2013-06-04,5,HOME AND KITCHEN I,0.0,0,93.36
275896,2013-06-04,5,HOME AND KITCHEN II,0.0,0,93.36
275897,2013-06-04,5,HOME APPLIANCES,0.0,0,93.36
275898,2013-06-04,5,HOME CARE,0.0,0,93.36
275899,2013-06-04,5,LADIESWEAR,0.0,0,93.36
275900,2013-06-04,5,LAWN AND GARDEN,0.0,0,93.36
275901,2013-06-04,5,LINGERIE,18.0,0,93.36
275902,2013-06-04,5,"LIQUOR,WINE,BEER",58.0,0,93.36
275903,2013-06-04,5,MAGAZINES,0.0,0,93.36
275904,2013-06-04,5,MEATS,306.097,0,93.36
275905,2013-06-04,5,PERSONAL CARE,185.0,0,93.36
